Original order in ppt,"Source (Probe list, Patient)",Semantic  Category,Cog Status (Span/Cat),Palabra en English,Palabra en Castellano,Paraula en Català,Espal_NSYL,Espal_IMG,Espal_NLET,Espal_CON,Espal_FAM,ClearpondFrequency_PerMil_Esp,Coca_word Freq (Total) - Web/Dialects,COCA_full freq Eng,Clearpond_wordLength_orthographic_Eng,Clearpond_Lexical_Frequency_Eng,MRC Concreteness,MRC Familiarity,MRC Imigability,MRC N_of_Letters,MRC N_of_Syllables,CAT_SUBTLEX_NSYL,NIM_NLET,NIM_WordFreq_Relativa,NIM_WordFreq_Total_Absoluta
333.0,Probe List,office supply,2.0,calculator,calculadora,calculadora,5.0,2.0,11.0,2.0,2.0,1.4904,5737.0,2424.0,10.0,1.2941,NA,NA,NA,11.0,4.0,5.0,11.0,0.48777,25.0
334.0,Probe List,animal,1.0,cobra,cobra/serpiente/víbora,cobra/serp/víbora,2.6666666666666665,4.561333333333334,6.666666666666667,4.252666666666666,4.252666666666666,NA,NA,2343.0,5.0,3.3333,NA,NA,NA,6.666666666666667,2.0,NA,5.0,NA,NA
335.0,Probe List,plant,1.0,flower,flor,flor,1.0,6.306,4.0,5.658,5.658,16.6346,42476.0,16277.0,6.0,22.7647,584.0,566.0,618.0,4.0,2.0,1.0,4.0,94.3152,4834.0
336.0,Probe List,object,2.0,pearl,perla,perla,2.0,2.0,5.0,2.0,2.0,3.8702,9995.0,11989.0,5.0,15.6667,597.0,508.0,590.0,5.0,1.0,2.0,5.0,10.4188,534.0
337.0,Probe List,clothing,2.0,cap,gorra,gorra,2.0,6.091,5.0,5.63,5.63,8.75,5757.0,26200.0,3.0,18.7451,0.0,429.0,NA,5.0,1.0,2.0,5.0,16.7403,858.0
338.0,Probe List,hygene product/ health,1.0,medication,medicación/medicina/medicamento/pastillas,medicació,4.0,2.795,9.5,2.77325,2.77325,NA,NA,15452.0,10.0,12.7843,NA,NA,NA,9.5,4.0,5.0,9.0,3.49243,179.0
339.0,Probe List,place,1.0,greenhouse,invernadero,hivernacle,5.0,5.863,11.0,6.003,6.003,2.2115,13139.0,10452.0,10.0,2.1961,NA,NA,NA,11.0,2.0,4.0,10.0,0.799943,41.0
340.0,Probe List,household item,1.0,sink,pica/fregadero,pica/fregadero,3.0,2.0,6.5,4.141,4.141,NA,NA,19461.0,4.0,16.9216,590.0,586.0,599.0,6.5,1.0,NA,6.5,NA,NA
341.0,Probe List,accesory,1.0,briefcase,maletín,maletí,3.0,6.325,7.0,5.996,5.996,15.7212,3765.0,4387.0,9.0,8.5882,NA,NA,NA,7.0,NA,3.0,6.0,1.19016,61.0
342.0,Probe List,object,1.0,lantern,linterna,llanterna,3.0,5.793,8.0,6.373,6.373,10.2404,5296.0,3337.0,7.0,2.0196,630.0,441.0,575.0,8.0,2.0,3.0,9.0,6.63367,340.0
343.0,Probe List,nature,2.0,waterfall,cascada,cascada,3.0,6.228,7.0,6.213,6.213,2.4519,6844.0,2719.0,9.0,1.8627,NA,NA,NA,7.0,3.0,3.0,7.0,3.90216,200.0
344.0,Probe List,food/fruit,2.0,blackberry/blackberries,móra/móras,mora/mores,2.0,2.0,4.5,2.0,2.0,NA,NA,NA,11.0,NA,NA,NA,NA,4.5,3.0,NA,4.5,NA,NA
346.0,Probe List,place,1.0,forest,bosque,bosc,2.0,6.239,6.0,5.902,5.902,54.1827,53933.0,49549.0,6.0,18.8824,609.0,513.0,633.0,6.0,2.0,1.0,4.0,71.6632,3673.0
347.0,Probe List,professional/person,1.0,pilot,piloto,pilot,3.0,5.389,6.0,5.407,5.407,33.6298,43329.0,29393.0,5.0,26.6667,NA,NA,NA,6.0,2.0,2.0,5.0,10.3602,531.0
348.0,Probe List,place,2.0,tunnel,túnel,túnel,2.0,6.207,5.0,6.031,6.031,21.4423,16070.0,14717.0,6.0,17.8824,555.0,541.0,578.0,5.0,2.0,2.0,5.0,5.32645,273.0
349.0,Probe List,kitchen item,2.0,grater ,rallador,ratllador,3.0,2.0,8.0,2.0,2.0,NA,205.0,NA,7.0,NA,NA,NA,NA,8.0,2.0,3.0,9.0,0.117065,6.0
350.0,Probe List,instrument,2.0,guitar,guitarra,guitarra,3.0,6.687,8.0,5.921,5.921,17.5962,39569.0,18105.0,6.0,15.5882,0.0,550.0,NA,8.0,2.0,3.0,8.0,9.42372,483.0
351.0,Probe List,office supply,2.0,ruler,regla,regle,2.0,5.585,5.0,4.941,4.941,34.8558,71062.0,5032.0,5.0,3.1765,555.0,571.0,543.0,5.0,2.0,2.0,5.0,2.06814,106.0
352.0,Probe List,transportation,2.0,Cab,Taxi,taxi,2.0,2.0,4.0,2.0,2.0,NA,NA,NA,3.0,NA,NA,NA,NA,4.0,1.0,2.0,4.0,6.08737,312.0
354.0,Probe List,object,1.0,telescope,telescopio,telescopi,4.0,5.551,10.0,6.525,6.525,4.351,11107.0,14911.0,9.0,2.9412,592.0,461.0,596.0,10.0,3.0,4.0,9.0,3.10222,159.0
356.0,Probe List,food/fruit,1.0,cantaloupe ,melón,meló,2.0,2.0,5.0,2.0,2.0,3.101,3633.0,NA,11.0,NA,NA,NA,NA,5.0,4.0,2.0,4.0,3.64852,187.0
358.0,Probe List,food/meal,1.0,spanish tortilla,tortilla,truita,3.0,5.991,8.0,5.844,5.844,6.9712,7435.0,NA,16.0,NA,NA,NA,NA,8.0,5.0,2.0,6.0,7.12144,365.0
359.0,Probe List,electronics,2.0,battery,pila,pila,2.0,6.028,4.0,5.23,5.23,11.5144,12153.0,19465.0,7.0,12.4118,NA,NA,NA,4.0,3.0,2.0,4.0,21.2668,1090.0
360.0,Probe List,object,1.0,trophy,trofeo/copa,Trofeu,2.5,5.699999999999999,5.0,5.4445,5.4445,NA,NA,7737.0,6.0,7.549,NA,NA,NA,5.0,2.0,NA,6.0,NA,NA
361.0,Probe List,place,1.0,cemetery,cementerio,cementiri,4.0,6.406,10.0,6.344,6.344,18.3654,23141.0,9685.0,8.0,8.6863,NA,NA,NA,10.0,3.0,4.0,9.0,27.8809,1429.0
362.0,Probe List,household item,1.0,stool,taburete,tamboret,4.0,5.859,8.0,6.137,6.137,1.1058,1250.0,5321.0,5.0,3.5098,592.0,531.0,584.0,8.0,1.0,3.0,8.0,4.58504,235.0
363.0,Probe List,clothing,2.0,boot,bota,bota,2.0,6.749,4.0,5.429,5.429,5.1202,5298.0,13328.0,4.0,11.1373,595.0,566.0,604.0,4.0,1.0,2.0,4.0,6.45807,331.0
364.0,Probe List,drink,1.0,juice,jugo/zumo,suc,2.0,6.1705000000000005,4.0,4.9384999999999994,4.9384999999999994,NA,NA,26393.0,5.0,26.8824,599.0,567.0,593.0,4.0,1.0,1.0,3.0,22.3204,1144.0
365.0,Probe List,object,1.0,plug,enchufe,endoll,3.0,2.0,7.0,2.0,2.0,1.5144,2640.0,9607.0,4.0,10.4118,558.0,575.0,583.0,7.0,1.0,2.0,6.0,0.097554,5.0
366.0,Probe List,food/veg,1.0,radish,rábano,rave,3.0,2.0,6.0,2.0,2.0,0.9375,1395.0,617.0,6.0,0.60784,0.0,456.0,NA,6.0,2.0,2.0,4.0,2.47787,127.0
368.0,Probe List,tools,1.0,Chainsaw,Motosierra,Motoserra,2.0,2.0,10.0,2.0,2.0,NA,NA,NA,8.0,NA,NA,NA,NA,10.0,2.0,NA,9.0,NA,NA
369.0,Probe List,plants,1.0,Tree,Árbol ,Arbre ,2.0,2.0,6.0,2.0,2.0,NA,NA,NA,4.0,NA,NA,NA,NA,6.0,1.0,NA,6.0,NA,NA
370.0,Probe List,office supply,1.0,pen,bolígrafo,bolígraf,4.0,6.696,9.0,6.51,6.51,8.3173,3000.0,16921.0,3.0,24.7255,571.0,554.0,576.0,9.0,1.0,3.0,8.0,0.97554,50.0
371.0,Probe List,plants,2.0,cactus,cactus,cactus,2.0,6.509,6.0,6.209,6.209,1.9712,2658.0,2655.0,6.0,2.902,NA,NA,NA,6.0,2.0,2.0,6.0,1.40478,72.0
373.0,Probe List,food/fruit,2.0,papaya,papaya,papaia,3.0,2.0,6.0,2.0,2.0,0.9375,3573.0,855.0,6.0,1.098,NA,NA,NA,6.0,3.0,3.0,6.0,0.097554,5.0
374.0,Probe List,object,1.0,helmet,casco,casc,2.0,5.797,5.0,4.402,4.402,16.8029,22907.0,10342.0,6.0,9.4706,602.0,528.0,620.0,5.0,2.0,1.0,4.0,8.95546,459.0
375.0,Probe List,transportation,2.0,Ambulance,Ambulancia,Ambulància,2.0,2.0,10.0,2.0,2.0,NA,NA,NA,9.0,NA,NA,NA,NA,10.0,4.0,NA,10.0,NA,NA
376.0,Probe List,household item,1.0,chimney,Chimenea,xemeneia,2.0,2.0,8.0,2.0,2.0,NA,NA,2896.0,7.0,4.1765,0.0,479.0,NA,8.0,2.0,4.0,8.0,8.19454,420.0
378.0,Probe List,accessory,1.0,crown,corona,corona,3.0,5.557,6.0,5.557,5.557,13.1731,38499.0,16084.0,5.0,13.6863,586.0,531.0,602.0,6.0,1.0,3.0,6.0,70.512,3614.0
379.0,Probe List,object,1.0,thimble,dedal,didal,2.0,2.0,5.0,2.0,2.0,NA,416.0,319.0,7.0,NA,529.0,397.0,570.0,5.0,2.0,2.0,5.0,0.858475,44.0
380.0,Probe List,plants,1.0,sunflower,girasol,gira-sol,3.0,2.0,7.0,2.0,2.0,0.88942,3917.0,1793.0,9.0,0.66667,NA,NA,NA,7.0,3.0,NA,8.0,1.38527,71.0
381.0,Probe List,animal,1.0,elephant,elefante,elefant,4.0,5.094,8.0,6.412,6.412,10.1683,10111.0,9249.0,8.0,11.3725,628.0,459.0,616.0,8.0,3.0,3.0,7.0,9.15056,469.0
382.0,Probe List,object,1.0,button,botón,botó,2.0,6.526,5.0,6.125,6.125,22.2356,60558.0,27239.0,6.0,28.2549,613.0,573.0,580.0,5.0,2.0,2.0,4.0,7.66774,393.0
383.0,Probe List,nature,2.0,star,estrella,estrella,3.0,5.913,8.0,5.062,5.062,61.0577,87234.0,107361.0,4.0,81.3529,574.0,574.0,623.0,8.0,1.0,3.0,8.0,29.0321,1488.0
384.0,Probe List,transportation,2.0,kayak,kayac,caiac,2.0,2.0,5.0,2.0,2.0,NA,95.0,1890.0,5.0,0.5098,NA,NA,NA,5.0,2.0,2.0,5.0,NA,NA
385.0,Probe List,object,2.0,photos,fotos,fotos,2.0,2.0,5.0,2.0,2.0,104.1827,221008.0,47981.0,6.0,19.9216,NA,NA,NA,5.0,NA,2.0,5.0,5.22889,268.0
386.0,Probe List,animal,1.0,rooster,gallo,gall,2.0,6.614,5.0,5.942,5.942,6.0817,21290.0,2257.0,7.0,3.8627,0.0,385.0,NA,5.0,2.0,1.0,4.0,23.5886,1209.0
387.0,Probe List,food/fruit,1.0,pear,Pera,pera,2.0,2.0,4.0,2.0,2.0,NA,NA,2906.0,4.0,1.3333,634.0,567.0,590.0,4.0,1.0,2.0,4.0,4.62406,237.0
388.0,Probe List,household item,2.0,hammock,hamaca,hamaca,3.0,6.566,6.0,6.085,6.085,1.7788,2953.0,1405.0,7.0,1.3922,NA,NA,NA,6.0,2.0,3.0,6.0,0.507281,26.0
389.0,Probe List,place,1.0,church,Iglesia,Església,2.0,2.0,7.0,2.0,2.0,NA,NA,170288.0,6.0,69.6667,587.0,560.0,616.0,7.0,1.0,NA,8.0,NA,NA
390.0,Probe List,animal,1.0,Lion,león,lleó,2.0,6.763,4.0,6.375,6.375,17.5962,86336.0,NA,4.0,NA,NA,NA,NA,4.0,1.0,2.0,4.0,20.5839,1055.0
391.0,Probe List,food/fruit,2.0,mango,mango,mango,2.0,5.764,5.0,5.113,5.113,5.1923,12415.0,3004.0,5.0,1.6471,NA,NA,NA,5.0,2.0,2.0,5.0,0.136576,7.0
392.0,Probe List,object,1.0,calendar,calendario,calendari,4.0,5.997,10.0,6.18,6.18,8.8702,46508.0,13643.0,8.0,7.1176,NA,NA,NA,10.0,3.0,4.0,9.0,16.194,830.0
393.0,Probe List,place,1.0,island,isla,illa,2.0,6.15,4.0,6.464,6.464,60.4567,151334.0,79690.0,6.0,39.5686,596.0,507.0,643.0,4.0,2.0,2.0,4.0,61.5566,3155.0
396.0,Probe List,object,1.0,binoculars,prismáticos/binoculares, prismàtics/binocles,4.5,2.62,11.0,4.2705,4.2705,NA,NA,4076.0,10.0,1.5686,NA,NA,NA,11.0,NA,NA,9.5,NA,NA
397.0,Probe List,sports,2.0,racket,raqueta,raqueta,3.0,2.0,7.0,2.0,2.0,1.7788,1571.0,2819.0,6.0,7.4314,562.0,486.0,530.0,7.0,2.0,3.0,7.0,0.585324,30.0
398.0,Probe List,animal,1.0,turtle,Tortuga,tortuga,2.0,2.0,7.0,2.0,2.0,NA,NA,7098.0,6.0,17.0392,644.0,509.0,564.0,7.0,2.0,3.0,7.0,6.59465,338.0
399.0,Probe List,accessory,1.0,watch,reloj,rellotge,2.0,6.043,5.0,6.518,6.518,51.5385,40367.0,167009.0,5.0,330.0196,487.0,576.0,525.0,5.0,1.0,3.0,8.0,39.9971,2050.0
400.0,Probe List,food/fruit,1.0,watermelon,sandía,síndria,3.0,2.0,6.0,2.0,2.0,2.2837,3017.0,2322.0,10.0,2.1961,NA,NA,NA,6.0,NA,3.0,7.0,1.63891,84.0
401.0,Probe List,body parts,1.0,heel,talón,taló,2.0,2.0,5.0,2.0,2.0,4.0865,5455.0,7528.0,4.0,7.3922,579.0,524.0,597.0,5.0,1.0,2.0,4.0,6.02884,309.0
402.0,Probe List,accessory,1.0,necklace,collar,collaret,2.0,6.543,6.0,5.334,5.334,17.7404,8518.0,6564.0,8.0,9.7451,NA,NA,NA,6.0,3.0,3.0,8.0,3.45341,177.0
403.0,Probe List,animal,1.0,Tiger,Tigre,tigre,2.0,2.0,5.0,2.0,2.0,NA,NA,NA,5.0,NA,NA,NA,NA,5.0,2.0,2.0,5.0,7.14095,366.0
404.0,Probe List,instrument,1.0,trombone ,trombón,trombó,2.0,2.0,7.0,2.0,2.0,NA,824.0,NA,9.0,NA,NA,NA,NA,7.0,3.0,2.0,6.0,1.07309,55.0
405.0,Probe List,object,1.0,fence,reja,reixa,2.0,5.829,4.0,6.122,6.122,3.3654,2942.0,20260.0,5.0,16.0588,597.0,526.0,611.0,4.0,1.0,2.0,5.0,8.37013,429.0
406.0,Probe List,food/nuts,1.0,almonds,almendras,ametlles,3.0,5.774,9.0,6.134,6.134,1.7067,7310.0,2866.0,7.0,1.3529,NA,NA,NA,9.0,NA,3.0,8.0,8.29209,425.0
408.0,Probe List,person,1.0,grandfather,abuelo,avi,3.0,6.293,6.0,6.485,6.485,78.7981,37269.0,21573.0,11.0,24.3333,565.0,471.0,564.0,6.0,3.0,2.0,3.0,38.7875,1988.0
409.0,Probe List,kitchen item,2.0,kettle,tetera,tetera,3.0,2.0,6.0,2.0,2.0,2.2837,1111.0,2589.0,6.0,2.8039,602.0,551.0,594.0,6.0,2.0,3.0,6.0,0.429238,22.0
410.0,Probe List,object,1.0,vase,florero/jarrón,gerro,2.5,4.175,6.5,4.124499999999999,4.124499999999999,NA,NA,3265.0,4.0,3.8431,595.0,452.0,563.0,6.5,1.0,2.0,5.0,5.17036,265.0
411.0,Probe List,transportation,1.0,Cableway,Teleférico,Telefèric,2.0,2.0,10.0,2.0,2.0,NA,NA,NA,8.0,NA,NA,NA,NA,10.0,3.0,NA,9.0,NA,NA
412.0,Probe List,animal,2.0,alpaca,llama,llama,2.0,5.921,5.0,3.895,3.895,262.5962,246925.0,254.0,6.0,NA,NA,NA,NA,5.0,3.0,2.0,5.0,0.877986,45.0
413.0,Probe List,profession/person,1.0,astronaut,astronauta,astronauta,4.0,6.319,10.0,6.294,6.294,6.274,4282.0,4276.0,9.0,3.9608,NA,NA,NA,10.0,3.0,4.0,10.0,0.292662,15.0
415.0,Probe List,sport,1.0,soccer,fútbol,futbol,2.0,6.289,6.0,5.683,5.683,54.0144,172243.0,20314.0,6.0,12.549,524.0,521.0,570.0,6.0,2.0,2.0,6.0,18.067,926.0
416.0,Probe List,food/fruit,2.0,Coconut,Coco,coco,2.0,2.0,4.0,2.0,2.0,NA,NA,NA,7.0,NA,NA,NA,NA,4.0,3.0,2.0,4.0,2.32178,119.0
417.0,Probe List,object,1.0,sword,espada,espasa,3.0,5.876,6.0,6.461,6.461,30.3125,29394.0,16036.0,5.0,26.1765,577.0,444.0,597.0,6.0,1.0,3.0,6.0,37.1095,1902.0
418.0,Probe List,food/veg,1.0,garlic,ajo,all,2.0,6.33,3.0,5.77,5.77,6.4663,15482.0,18462.0,6.0,6.0,636.0,509.0,565.0,3.0,2.0,1.0,3.0,13.4625,690.0
419.0,Probe List,drink,1.0,wine,vino,vi,2.0,6.157,4.0,5.676,5.676,198.4375,151468.0,51444.0,4.0,60.3529,621.0,570.0,624.0,4.0,1.0,1.0,2.0,128.42,6582.0
420.0,Probe List,object,1.0,easel,caballete,cavallet,4.0,6.009,9.0,5.987,5.987,NA,723.0,1326.0,5.0,NA,580.0,349.0,532.0,9.0,2.0,3.0,8.0,3.04368,156.0
421.0,Probe List,toys,1.0,balloon,globo,globus,2.0,6.243,5.0,5.94,5.94,11.6346,21330.0,8028.0,7.0,8.6667,623.0,520.0,583.0,5.0,2.0,2.0,6.0,9.61882,493.0
422.0,Probe List,electronics,1.0,camera,cámara,càmera,3.0,6.257,6.0,4.43,4.43,101.1298,191350.0,74613.0,6.0,57.0,627.0,550.0,576.0,6.0,3.0,3.0,6.0,1.77548,91.0
423.0,Probe List,object,1.0,nametag/badge,gafete,gafet,3.0,2.0,6.0,2.0,2.0,NA,284.0,NA,6.0,NA,NA,NA,NA,6.0,2.0,2.0,5.0,0.097554,5.0
424.0,Probe List,food/meal,2.0,paella,paella,paella,3.0,5.823,6.0,5.917,5.917,NA,3195.0,412.0,6.0,NA,NA,NA,NA,6.0,2.0,3.0,6.0,9.01399,462.0
425.0,Probe List,drink,1.0,beer,cerveza,cervesa,3.0,6.395,7.0,6.026,6.026,79.6154,39472.0,43834.0,4.0,75.4902,587.0,604.0,598.0,7.0,1.0,3.0,7.0,11.0041,564.0
426.0,Probe List,body parts,1.0,hand,mano,mà,2.0,6.717,4.0,6.315,6.315,255.9615,394970.0,299551.0,4.0,279.6471,604.0,601.0,598.0,4.0,1.0,1.0,2.0,319.353,16368.0
427.0,Probe List,hygiene product/ health,1.0,soap,jabón,sabó,2.0,5.648,5.0,6.619,6.619,9.7596,13923.0,12143.0,4.0,15.1961,598.0,594.0,600.0,5.0,1.0,2.0,4.0,12.4089,636.0
429.0,Probe List,object,1.0,horseshoe,herradura,ferradura,4.0,2.0,9.0,2.0,2.0,NA,2370.0,1179.0,9.0,1.0196,0.0,419.0,NA,9.0,3.0,4.0,9.0,4.23384,217.0
430.0,Probe List,food/protein,1.0,shrimp,gambas/camarón,gambes,2.5,2.0,6.5,2.0,2.0,NA,NA,10743.0,6.0,8.7059,629.0,546.0,618.0,6.5,1.0,2.0,6.0,1.01456,52.0
431.0,Probe List,office supply,1.0,scissors,tijeras/tijera,tisores/tisora,3.0,4.127,6.5,4.2275,4.2275,NA,NA,4198.0,8.0,6.6863,596.0,559.0,609.0,6.5,2.0,NA,6.5,NA,NA
433.0,Probe List,transportation/tools,2.0,Tractor,tractor,tractor,2.0,2.0,7.0,2.0,2.0,3.6058,2555.0,NA,7.0,NA,NA,NA,NA,7.0,2.0,2.0,7.0,1.30722,67.0
434.0,Probe List,place,1.0,bullring,plaza de toros,plaça de bous,2.0,2.0,14.0,2.0,2.0,NA,NA,139.0,8.0,NA,NA,NA,NA,14.0,NA,NA,13.0,NA,NA
435.0,Probe List,drink,1.0,sangria,sangría,sangria,3.0,2.0,7.0,2.0,2.0,NA,2514.0,279.0,7.0,NA,NA,NA,NA,7.0,2.0,3.0,7.0,0.546302,28.0
436.0,Probe List,food,1.0,butter,mantequilla/ margarina,mantega,3.0,3.899,10.5,4.217499999999999,4.217499999999999,NA,NA,28834.0,6.0,20.4314,618.0,615.0,603.0,10.5,2.0,3.0,7.0,16.6427,853.0
437.0,Probe List,body parts,1.0,eyebrow,ceja,cella,2.0,6.016,4.0,6.042,6.042,1.5385,5454.0,3833.0,7.0,1.3922,NA,NA,NA,4.0,2.0,2.0,5.0,4.1558,213.0
438.0,Probe List,sports,1.0,baseball,béisbol,beisbol,2.0,2.0,7.0,2.0,2.0,25.8894,19662.0,52311.0,8.0,25.2549,NA,NA,NA,7.0,NA,2.0,7.0,0.175597,9.0
439.0,Probe List,transportation/tools,1.0,crane,grúa,grua,2.0,2.0,4.0,2.0,2.0,5.8894,3066.0,11072.0,5.0,33.6078,606.0,428.0,562.0,4.0,1.0,2.0,4.0,3.19977,164.0
440.0,Probe List,clothing,2.0,beret,boina,boina,2.0,5.949,5.0,6.286,6.286,1.1538,1587.0,1161.0,5.0,0.94118,578.0,419.0,517.0,5.0,2.0,2.0,5.0,3.19977,164.0
441.0,Probe List,animal,2.0,walrus,morsa,morsa,2.0,2.0,5.0,2.0,2.0,1.3942,632.0,643.0,6.0,1.1176,629.0,506.0,590.0,5.0,2.0,2.0,5.0,0.23413,12.0
442.0,Probe List,clothing,1.0,pants,pantalones,pantalons,4.0,2.0,10.0,2.0,2.0,63.726,23649.0,29824.0,5.0,58.7451,619.0,575.0,630.0,10.0,1.0,3.0,9.0,18.7889,963.0
443.0,Probe List,food/dessert,1.0,cookie,Galleta,galeta,2.0,2.0,7.0,2.0,2.0,NA,NA,10691.0,6.0,16.7059,634.0,585.0,600.0,7.0,2.0,3.0,6.0,1.54135,79.0
444.0,Probe List,animal,1.0,scorpion,escorpión/alacran,escorpí,2.5,2.0,8.0,2.0,2.0,NA,NA,1389.0,8.0,2.6667,590.0,342.0,596.0,8.0,2.0,3.0,7.0,1.38527,71.0
445.0,Probe List,electronics,1.0,television,televisión,televisió,4.0,6.377,10.0,6.235,6.235,58.1971,208146.0,82707.0,10.0,33.902,NA,NA,NA,10.0,4.0,5.0,9.0,17.0329,873.0
446.0,Probe List,clothing,1.0,roller skate,patines,patins,3.0,2.0,7.0,2.0,2.0,3.101,2611.0,NA,12.0,NA,NA,NA,NA,7.0,4.0,2.0,6.0,0.643856,33.0
447.0,Probe List,animal,1.0,kangaroo,canguro,cangur,3.0,2.0,7.0,2.0,2.0,2.7163,1759.0,1418.0,8.0,2.3137,NA,NA,NA,7.0,3.0,2.0,6.0,0.370705,19.0
448.0,Probe List,drink,1.0,water,agua,aigua,2.0,6.39,4.0,6.113,6.113,249.9279,626821.0,324518.0,5.0,225.0588,616.0,641.0,632.0,4.0,2.0,2.0,5.0,449.763,23052.0
449.0,Probe List,food/fruit,1.0,banana,plátano/banana/guineo,plàtan ,3.0,2.0,6.333333333333333,2.0,2.0,NA,NA,7765.0,6.0,10.7255,633.0,576.0,644.0,6.333333333333333,3.0,NA,7.0,NA,NA
451.0,Probe List,kitchen item,2.0,Salt,sal,sal,1.0,6.328,3.0,5.896,5.896,111.875,68041.0,NA,4.0,NA,NA,NA,NA,3.0,1.0,1.0,3.0,45.1285,2313.0
452.0,Probe List,clothing,1.0,jacket,chaqueta/chamarra/abrigo,jaqueta,3.0,5.103666666666666,7.333333333333333,4.282333333333333,4.282333333333333,NA,NA,25173.0,6.0,33.4118,635.0,596.0,611.0,7.333333333333333,2.0,3.0,7.0,4.1558,213.0
453.0,Probe List,electronics,1.0,tablet,tableta/tablet,tauleta,2.5,2.0,6.5,2.0,2.0,NA,NA,10170.0,6.0,1.4902,NA,NA,NA,6.5,2.0,3.0,7.0,13.599,697.0
454.0,Probe List,transportation/tools,1.0,car,coche/auto/carro,cotxe,2.0,6.111666666666667,4.666666666666667,5.038,5.038,NA,NA,244677.0,3.0,483.0588,622.0,634.0,638.0,4.666666666666667,1.0,2.0,5.0,52.0938,2670.0
455.0,Probe List,furniture,1.0,sofa,sofá/sillón,sofà,2.0,5.855,5.0,6.4795,6.4795,NA,NA,8686.0,4.0,5.8627,629.0,564.0,597.0,5.0,2.0,2.0,4.0,8.23356,422.0
456.0,Probe List,hygiene,1.0,Shower,Chaparrón/alcachofa,xàfec/carxofa,3.0,2.0,9.0,2.0,2.0,NA,NA,NA,6.0,NA,NA,NA,NA,9.0,2.0,NA,6.0,NA,NA
457.0,Probe List,electronics,2.0,computer,ordenador,ordenador,4.0,6.009,9.0,5.908,5.908,6.9231,59655.0,108193.0,8.0,59.0392,NA,NA,NA,9.0,3.0,4.0,9.0,2.28276,117.0
458.0,Probe List,flower,1.0,rose,rosa,rosa,2.0,2.0,4.0,2.0,2.0,36.5144,87280.0,71876.0,4.0,53.0196,608.0,556.0,623.0,4.0,1.0,2.0,4.0,53.7327,2754.0
459.0,Probe List,clothing,1.0,shoes,zapato,sabata,3.0,5.636,6.0,6.48,6.48,17.1154,9361.0,47706.0,5.0,74.1569,NA,NA,NA,6.0,NA,3.0,6.0,7.68725,394.0
460.0,Probe List,food/vegetable,1.0,beans,lentejas,llenties,3.0,5.801,8.0,6.439,6.439,NA,4749.0,18684.0,5.0,14.4314,NA,NA,NA,8.0,NA,3.0,8.0,1.46331,75.0
461.0,Probe List,animal,1.0,sheep,oveja,ovella,3.0,6.322,5.0,6.207,6.207,6.3221,8035.0,14399.0,5.0,13.4314,622.0,507.0,596.0,5.0,1.0,3.0,6.0,8.8579,454.0
462.0,Probe List,object,2.0,magazine,revista,revista,3.0,6.123,7.0,5.38,5.38,39.9519,161550.0,59601.0,8.0,33.1961,588.0,585.0,588.0,7.0,3.0,3.0,7.0,42.6116,2184.0
463.0,Probe List,animal,2.0,cow,vaca,vaca,2.0,6.023,4.0,6.499,6.499,19.4952,24528.0,13200.0,3.0,25.5098,621.0,529.0,632.0,4.0,1.0,2.0,4.0,12.6235,647.0
464.0,Probe List,food/meal,1.0,rice,arroz,arròs,2.0,5.443,5.0,6.361,6.361,11.3221,45811.0,39281.0,4.0,15.0784,608.0,548.0,506.0,5.0,1.0,2.0,5.0,24.8177,1272.0
465.0,Probe List,place,1.0,pharmacy,farmacia,farmàcia,3.0,5.836,8.0,6.39,6.39,8.8942,14309.0,5147.0,8.0,3.4314,NA,NA,NA,8.0,3.0,4.0,8.0,8.40915,431.0
466.0,Probe List,food/snack,1.0,bread,pan,pa,1.0,6.842,3.0,2.0,2.0,48.2452,116056.0,33250.0,5.0,28.3333,622.0,611.0,619.0,3.0,1.0,1.0,2.0,118.04,6050.0
467.0,Probe List,nature,1.0,river,río,riu,2.0,6.255,3.0,6.271,6.271,61.5144,183183.0,89579.0,5.0,55.4706,585.0,565.0,633.0,3.0,2.0,1.0,3.0,156.242,8008.0
468.0,Probe List,household item,1.0,towel,toalla,tovallola,3.0,6.367,6.0,6.397,6.397,14.1106,10360.0,10487.0,5.0,14.1569,0.0,570.0,570.0,6.0,2.0,4.0,9.0,3.92167,201.0
469.0,Probe List,food,1.0,ice cream,helado,gelat,3.0,6.321,6.0,5.482,5.482,42.524,15608.0,NA,9.0,NA,NA,NA,NA,6.0,3.0,2.0,5.0,5.20938,267.0
470.0,Probe List,object,1.0,news paper,periódico,periòdic,4.0,5.869,9.0,5.861,5.861,37.4279,77267.0,NA,10.0,NA,NA,NA,NA,9.0,3.0,4.0,8.0,15.1014,774.0
471.0,Probe List,drink,1.0,milk,leche,llet,2.0,6.354,5.0,5.686,5.686,48.0048,127568.0,39441.0,4.0,42.5294,670.0,588.0,638.0,5.0,1.0,1.0,4.0,58.7665,3012.0
473.0,Probe List,sports,1.0,ski,esquí,esquí,2.0,2.0,5.0,2.0,2.0,2.8846,NA,19033.0,3.0,8.098,590.0,551.0,615.0,5.0,1.0,2.0,5.0,7.219,370.0
474.0,Probe List,household item,1.0,clothes like,tendedero,estenedor,4.0,2.0,9.0,2.0,2.0,NA,438.0,NA,12.0,NA,NA,NA,NA,9.0,4.0,4.0,9.0,0.25364,13.0
